nome,metodo_descoberta,num_plan_sist,periodo_orbita,distancia,massa,raio_terra,ano_descoberta,num_luas,link,data_publicacao
Kepler-1632 b,Transit,1,448.303558,584.0,1.12,2.47,2016,0,,
Kepler-1631 b,Transit,1,4.09513932,1190.0,0.97,1.35,2016,0,,
Kepler-1630 b,Transit,1,509.997402,278.0,0.66,2.19,2016,0,,
Kepler-1629 b,Transit,1,3.87595807,390.0,1.01,0.77,2016,0,,
Kepler-1628 b,Transit,1,76.378033,352.0,0.55,6.43,2016,0,,
Kepler-1627 b,Transit,1,7.20283653,311.0,0.87,3.69,2016,0,,
Kepler-1626 b,Transit,1,4.13962966,1718.0,1.51,2.02,2016,0,,
Kepler-1625 b,Transit,1,287.378949,1213.0,0.96,6.06,2016,0,,
Kepler-1624 b,Transit,1,3.29030452,199.0,0.5,5.7,2016,0,,
Kepler-1623 b,Transit,1,4.36128348,986.0,1.0,1.31,2016,0,,
Kepler-1622 b,Transit,1,10.8118737,927.0,1.31,1.47,2016,0,,
Kepler-1621 b,Transit,1,92.263714,1461.0,1.15,2.16,2016,0,,
Kepler-1620 b,Transit,1,101.951829,773.0,1.15,1.61,2016,0,,
Kepler-1619 b,Transit,1,23.6225913,520.0,1.0,0.76,2016,0,,
Kepler-1618 b,Transit,1,6.10826019,1238.0,1.41,1.26,2016,0,,
Kepler-1617 b,Transit,1,27.4785572,813.0,1.15,1.2,2016,0,,
Kepler-1616 b,Transit,1,6.76284377,862.0,1.21,1.02,2016,0,,
Kepler-1615 b,Transit,1,47.3126192,940.0,1.04,2.06,2016,0,,
Kepler-1614 b,Transit,1,3.9466141,982.0,0.79,1.49,2016,0,,
Kepler-1613 b,Transit,1,1.5184299,855.0,1.08,2.08,2016,0,,
Kepler-1612 b,Transit,1,3.91795101,837.0,0.96,1.03,2016,0,,
Kepler-1611 b,Transit,1,5.1762429,686.0,0.94,0.81,2016,0,,
Kepler-1634 b,Transit,1,374.876239,654.0,0.92,3.19,2016,0,,
Kepler-1610 b,Transit,1,8.70181574,1063.0,0.91,1.61,2016,0,,
Kepler-1635 b,Transit,1,469.63111,1084.0,0.89,3.64,2016,0,,
Kepler-1637 b,Transit,1,6.10960324,506.0,1.02,0.89,2016,0,,
Kepler-245 e,Transit,4,3.21982106,882.65,,1.75,2016,0,,
Kepler-218 d,Transit,3,124.5244647,669.02,,2.66,2016,0,,
Kepler-217 d,Transit,3,3.88689525,1140.95,,1.32,2016,0,,
Kepler-20 g,Radial Velocity,6,34.94,284.88,0.95,,2016,0,,2016-12
Kepler-198 d,Transit,3,1.31184443,502.52,,1.53,2016,0,,
Kepler-192 d,Transit,3,6.47027579,664.14,,1.02,2016,0,,
Kepler-191 d,Transit,3,5.94504102,604.75,,2.28,2016,0,,
Kepler-176 e,Transit,4,51.16579,535.4,,1.45,2016,0,,
Kepler-167 e,Transit,4,1071.23228,330.0,0.77,10.15,2016,0,,
Kepler-167 d,Transit,4,21.803855,330.0,0.77,1.194,2016,0,,
Kepler-166 d,Transit,3,1.55400393,614.16,,1.73,2016,0,,
Kepler-1647 b,Transit,1,1107.5923,1256.0,1.22,11.874,2016,0,,
Kepler-1646 b,Transit,1,4.48558383,81.0,0.24,1.23,2016,0,,
Kepler-1645 b,Transit,1,16.1779561,844.0,1.02,1.78,2016,0,,
Kepler-1644 b,Transit,1,21.0907758,592.0,0.89,1.88,2016,0,,
Kepler-1643 b,Transit,1,5.34264507,414.0,0.92,2.3,2016,0,,
Kepler-1642 c,Transit,2,6.6513802,447.0,0.88,2.66,2016,0,,
Kepler-1642 b,Transit,2,12.2057513,447.0,0.88,3.2,2016,0,,
Kepler-1641 c,Transit,2,32.657212,961.0,1.12,2.95,2016,0,,
Kepler-1641 b,Transit,2,19.672266,961.0,1.12,3.11,2016,0,,
Kepler-1640 b,Transit,1,7.5844126,1379.0,1.27,4.82,2016,0,,
Kepler-1639 b,Transit,1,9.878482,1168.0,1.12,2.58,2016,0,,
Kepler-1638 b,Transit,1,259.33683,879.0,0.97,1.87,2016,0,,
Kepler-1636 b,Transit,1,425.47785,1567.0,1.01,3.23,2016,0,,
Kepler-1459 b,Transit,1,62.8691611,435.0,0.78,1.36,2016,0,,
Kepler-1609 b,Transit,1,114.34219,1483.0,1.18,2.22,2016,0,,
Kepler-1607 b,Transit,1,13.6473676,735.0,1.14,0.92,2016,0,,
Kepler-1579 b,Transit,1,0.84990789,466.0,0.75,0.84,2016,0,,
Kepler-1578 b,Transit,1,1.45088691,1016.0,0.9,1.04,2016,0,,
Kepler-1577 b,Transit,1,6.30560247,543.0,0.78,1.13,2016,0,,
Kepler-1576 b,Transit,1,6.98471973,539.0,1.05,1.04,2016,0,,
Kepler-1575 b,Transit,1,2.55314213,1170.0,0.95,1.31,2016,0,,
Kepler-1574 b,Transit,1,6.9424334,1275.0,1.06,1.29,2016,0,,
Kepler-1573 b,Transit,1,2.6157554,1180.0,1.01,1.2,2016,0,,
Kepler-1572 b,Transit,1,5.49548621,600.0,0.97,0.94,2016,0,,
Kepler-1571 b,Transit,1,3.38555488,802.0,1.23,1.52,2016,0,,
Kepler-1570 b,Transit,1,26.548955,463.0,0.92,1.07,2016,0,,
Kepler-157 d,Transit,3,7.02573474,791.27,,1.46,2016,0,,
Kepler-1569 b,Transit,1,5.79180156,1050.0,1.25,1.68,2016,0,,
Kepler-1568 b,Transit,1,20.925392,883.0,1.09,1.3,2016,0,,
Kepler-1567 b,Transit,1,153.979578,1226.0,0.95,2.73,2016,0,,
Kepler-1566 b,Transit,1,0.53991524,511.0,0.84,0.79,2016,0,,
Kepler-1565 b,Transit,1,1.53818844,657.0,0.76,1.19,2016,0,,
Kepler-1564 b,Transit,1,18.0540381,872.0,0.93,1.47,2016,0,,
Kepler-1563 b,Transit,1,3.43276598,547.0,1.0,0.75,2016,0,,
Kepler-1562 b,Transit,1,64.2737752,1315.0,1.02,3.55,2016,0,,
Kepler-1561 b,Transit,1,1.00520701,993.0,1.07,1.09,2016,0,,
Kepler-1560 b,Transit,1,3.03195744,529.0,1.02,0.89,2016,0,,
Kepler-1559 b,Transit,1,0.97191543,580.0,0.86,0.72,2016,0,,
Kepler-1558 b,Transit,1,3.50470358,343.0,0.83,0.68,2016,0,,
Kepler-1580 b,Transit,1,56.6449279,872.0,1.47,2.11,2016,0,,
Kepler-1608 b,Transit,1,16.4735686,832.0,0.75,1.73,2016,0,,
Kepler-1581 b,Transit,1,6.28385491,443.0,1.12,0.8,2016,0,,
Kepler-1583 b,Transit,1,9.32807355,357.0,0.94,0.6,2016,0,,
Kepler-1606 b,Transit,1,196.435224,880.0,0.9,2.07,2016,0,,
Kepler-1605 b,Transit,1,85.7565495,224.0,0.86,1.08,2016,0,,
Kepler-1603 b,Transit,1,2.27163926,1751.0,1.21,1.29,2016,0,,
Kepler-1602 b,Transit,1,11.17931605,815.0,1.22,1.34,2016,0,,
Kepler-1601 b,Transit,1,2.20921951,660.0,1.04,0.82,2016,0,,
Kepler-1600 b,Transit,1,386.370548,992.0,0.86,3.13,2016,0,,
Kepler-1599 b,Transit,1,122.363553,1004.0,0.99,1.62,2016,0,,
Kepler-1598 b,Transit,1,4.34195123,734.0,1.07,0.95,2016,0,,
Kepler-1597 b,Transit,1,2.94654179,1255.0,1.25,1.06,2016,0,,
Kepler-1596 b,Transit,1,66.373379,1166.0,0.95,1.9,2016,0,,
Kepler-1259 b,Transit,1,0.66308526,704.0,0.8,1.43,2016,0,,
Kepler-1595 b,Transit,1,4.56380468,841.0,0.84,1.23,2016,0,,
Kepler-1594 b,Transit,1,2.71603809,1100.0,1.06,1.06,2016,0,,
Kepler-1593 b,Transit,1,174.509835,755.0,0.81,3.17,2016,0,,
Kepler-1592 b,Transit,1,3.05710069,1349.0,1.18,1.54,2016,0,,
Kepler-1591 b,Transit,1,8.18504949,1090.0,1.1,1.27,2016,0,,
Kepler-1590 b,Transit,1,7.61760804,900.0,1.11,1.14,2016,0,,
Kepler-1589 b,Transit,1,0.99166527,1418.0,1.18,1.09,2016,0,,
Kepler-1588 b,Transit,1,7.84931739,658.0,0.96,0.76,2016,0,,
Kepler-1587 b,Transit,1,9.4060467,907.0,1.08,1.33,2016,0,,
Kepler-1586 b,Transit,1,15.6049212,864.0,1.45,1.52,2016,0,,
Kepler-1585 b,Transit,1,3.5827463,1269.0,0.94,1.79,2016,0,,
Kepler-1584 b,Transit,1,13.3997099,1325.0,1.1,1.61,2016,0,,
Kepler-1582 b,Transit,1,4.83817712,112.0,0.28,1.49,2016,0,,
Kepler-1458 b,Transit,1,47.9872764,642.0,0.96,2.76,2016,0,,
Kepler-1508 b,Transit,1,20.7056504,892.0,1.14,1.33,2016,0,,
Kepler-1456 b,Transit,1,18.1373829,379.0,0.64,1.14,2016,0,,
Kepler-1341 b,Transit,1,132.9968322,466.0,0.79,2.99,2016,0,,
Kepler-1340 b,Transit,1,0.66502692,1421.0,1.27,1.55,2016,0,,
Kepler-1339 b,Transit,1,1.34155513,267.0,0.94,0.71,2016,0,,
Kepler-1338 b,Transit,1,0.93511806,619.0,1.04,0.92,2016,0,,
Kepler-1337 b,Transit,1,24.4002549,588.0,0.7,2.41,2016,0,,
Kepler-1336 c,Transit,2,5.77721211,822.0,0.94,1.71,2016,0,,
Kepler-1336 b,Transit,2,23.198681,822.0,0.94,1.98,2016,0,,
Kepler-1335 b,Transit,1,6.26406846,628.0,0.77,1.45,2016,0,,
Kepler-1334 b,Transit,1,15.64591713,1047.0,0.94,2.29,2016,0,,
Kepler-1333 b,Transit,1,109.6471842,958.0,0.94,2.81,2016,0,,
Kepler-1332 b,Transit,1,11.87456832,515.0,0.95,1.37,2016,0,,
Kepler-1331 b,Transit,1,0.78916165,365.0,0.72,1.05,2016,0,,
Kepler-1330 b,Transit,1,10.10769068,939.0,0.97,1.65,2016,0,,
Kepler-1329 b,Transit,1,9.33646594,624.0,0.72,2.17,2016,0,,
Kepler-1328 b,Transit,1,4.52158888,630.0,1.0,0.98,2016,0,,
Kepler-1327 b,Transit,1,14.88801098,688.0,1.02,1.8,2016,0,,
Kepler-1326 b,Transit,1,42.3514267,910.0,1.45,4.18,2016,0,,
Kepler-1325 b,Transit,1,33.8786838,955.0,0.93,2.86,2016,0,,
Kepler-1324 b,Transit,1,4.11584468,522.0,0.78,1.51,2016,0,,
Kepler-1323 b,Transit,1,0.92990668,530.0,1.18,1.52,2016,0,,
Kepler-1322 b,Transit,1,0.96286738,1217.0,0.9,1.61,2016,0,,
Kepler-1321 c,Transit,2,2.22649109,547.0,0.54,2.4,2016,0,,
Kepler-1321 b,Transit,2,11.12830484,547.0,0.54,4.92,2016,0,,
Kepler-1320 b,Transit,1,0.86838653,771.0,0.8,1.7,2016,0,,
Kepler-132 e,Transit,4,110.2869374,303.0,,1.18,2016,0,,
Kepler-1342 b,Transit,1,2.21571036,941.0,0.93,1.66,2016,0,,
Kepler-1343 b,Transit,1,3.35183158,1307.0,0.95,1.93,2016,0,,
Kepler-1344 b,Transit,1,4.7683049,851.0,1.09,1.84,2016,0,,
Kepler-1345 b,Transit,1,44.6169557,1164.0,1.32,2.36,2016,0,,
Kepler-1369 b,Transit,1,25.873148,1236.0,0.99,2.69,2016,0,,
Kepler-1368 b,Transit,1,0.67564949,1750.0,1.07,1.65,2016,0,,
Kepler-1367 b,Transit,1,1.57409027,357.0,0.62,0.92,2016,0,,
Kepler-1366 b,Transit,1,2.16457097,395.0,0.62,1.43,2016,0,,
Kepler-1365 c,Transit,2,4.77468005,541.0,1.0,0.8,2016,0,,
Kepler-1365 b,Transit,2,7.69993485,541.0,1.0,0.92,2016,0,,
Kepler-1364 b,Transit,1,13.32196237,1149.0,1.49,2.15,2016,0,,
Kepler-1363 b,Transit,1,2.94194094,559.0,0.76,1.25,2016,0,,
Kepler-1362 b,Transit,1,136.205626,767.0,0.8,2.6,2016,0,,
Kepler-1361 b,Transit,1,3.57554956,404.0,0.83,0.86,2016,0,,
Kepler-1360 b,Transit,1,40.5286413,1405.0,1.51,3.4,2016,0,,
Kepler-1359 b,Transit,1,59.4970952,669.0,0.78,2.83,2016,0,,
Kepler-1319 b,Transit,1,2.88676265,114.0,0.56,1.34,2016,0,,
Kepler-1358 b,Transit,1,7.06317341,558.0,0.82,1.12,2016,0,,
Kepler-1356 b,Transit,1,0.63400294,881.0,0.82,1.53,2016,0,,
Kepler-1355 b,Transit,1,1.28958811,963.0,0.88,1.46,2016,0,,
Kepler-1354 b,Transit,1,76.613377,1057.0,1.16,2.97,2016,0,,
Kepler-1353 b,Transit,1,24.7543966,596.0,0.76,1.8,2016,0,,
Kepler-1352 b,Transit,1,1.87788275,637.0,1.11,0.89,2016,0,,
Kepler-1351 b,Transit,1,0.91614077,241.0,0.7,0.65,2016,0,,
Kepler-1350 c,Transit,2,1.76678906,350.0,0.55,1.73,2016,0,,
Kepler-1350 b,Transit,2,4.4968604,350.0,0.55,2.52,2016,0,,
Kepler-1349 b,Transit,1,2.12823928,260.0,1.16,0.7,2016,0,,
Kepler-1348 b,Transit,1,27.5722742,1033.0,1.04,1.94,2016,0,,
Kepler-1347 b,Transit,1,14.00947528,321.0,0.82,1.03,2016,0,,
Kepler-1346 b,Transit,1,3.40165668,1123.0,1.14,1.58,2016,0,,
Kepler-1357 b,Transit,1,3.0091324,1026.0,0.93,1.28,2016,0,,
Kepler-1318 b,Transit,1,213.257663,475.0,0.73,3.11,2016,0,,
Kepler-1317 b,Transit,1,0.56887443,734.0,0.83,1.56,2016,0,,
Kepler-1316 b,Transit,1,87.9732136,753.0,1.04,3.54,2016,0,,
Kepler-1286 b,Transit,1,11.25402929,1150.0,1.0,2.15,2016,0,,
Kepler-1285 b,Transit,1,14.7967458,364.0,1.2,0.97,2016,0,,
Kepler-1284 b,Transit,1,0.66407381,852.0,0.84,1.21,2016,0,,
Kepler-1283 b,Transit,1,12.9460978,1452.0,1.16,1.91,2016,0,,
Kepler-1282 b,Transit,1,2.13194651,1126.0,0.92,1.55,2016,0,,
Kepler-1281 b,Transit,1,3.11602791,1090.0,0.87,1.64,2016,0,,
Kepler-1280 b,Transit,1,66.5579057,1006.0,1.2,1.87,2016,0,,
Kepler-1279 b,Transit,1,23.4774101,1017.0,1.21,1.75,2016,0,,
Kepler-1278 b,Transit,1,3.23941344,743.0,1.11,1.01,2016,0,,
Kepler-1277 b,Transit,1,40.8365012,606.0,0.94,1.6,2016,0,,
Kepler-1276 b,Transit,1,12.5720095,587.0,1.14,1.19,2016,0,,
Kepler-1275 b,Transit,1,3.65691115,1280.0,1.23,1.48,2016,0,,
Kepler-1287 b,Transit,1,11.47685909,1027.0,0.96,1.54,2016,0,,
Kepler-1274 b,Transit,1,6.98152703,609.0,1.45,1.42,2016,0,,
Kepler-1272 b,Transit,1,51.1309704,896.0,1.06,2.37,2016,0,,
Kepler-1271 b,Transit,1,3.0255955,885.0,1.13,1.48,2016,0,,
Kepler-1270 b,Transit,1,6.03356196,1204.0,1.28,3.32,2016,0,,
Kepler-1269 b,Transit,1,37.3331536,710.0,1.1,1.63,2016,0,,
Kepler-1268 b,Transit,1,40.9903986,1406.0,1.06,2.03,2016,0,,
Kepler-1267 b,Transit,1,13.0313945,1628.0,1.15,3.01,2016,0,,
Kepler-1266 b,Transit,1,28.474748,901.0,0.8,2.58,2016,0,,
Kepler-1265 b,Transit,1,6.49441289,581.0,0.71,1.35,2016,0,,
Kepler-1264 b,Transit,1,0.96852602,814.0,0.99,1.18,2016,0,,
Kepler-1263 b,Transit,1,4.55139967,695.0,0.84,1.14,2016,0,,
Kepler-1262 b,Transit,1,8.67900242,1153.0,0.99,1.82,2016,0,,
Kepler-1261 b,Transit,1,48.4308991,795.0,0.82,2.26,2016,0,,
Kepler-1273 b,Transit,1,28.625653,1355.0,0.94,2.49,2016,0,,
Kepler-1370 b,Transit,2,20.2641684,878.0,1.19,1.84,2016,0,,
Kepler-1288 b,Transit,1,2.76122421,715.0,1.2,1.12,2016,0,,
Kepler-1290 b,Transit,1,4.69500134,1321.0,0.95,1.42,2016,0,,
Kepler-1315 b,Transit,1,0.84338011,505.0,0.8,1.38,2016,0,,
Kepler-1314 b,Transit,1,5.42474928,462.0,0.6,5.11,2016,0,,
Kepler-1313 b,Transit,1,3.83309118,187.0,0.92,1.76,2016,0,,
Kepler-1312 b,Transit,1,5.44832529,305.0,0.99,2.1,2016,0,,
Kepler-1311 c,Transit,2,2.53573424,705.0,1.05,1.22,2016,0,,
Kepler-1311 b,Transit,2,11.1726994,705.0,1.05,1.24,2016,0,,
Kepler-1310 b,Transit,1,0.67933627,583.0,0.91,1.44,2016,0,,
Kepler-1309 b,Transit,1,28.8432647,845.0,0.85,2.37,2016,0,,
Kepler-1457 b,Transit,1,51.1110243,728.0,1.01,1.99,2016,0,,
Kepler-1307 b,Transit,1,18.01621096,1396.0,1.06,2.47,2016,0,,
Kepler-1306 b,Transit,1,16.29595382,1130.0,0.98,1.91,2016,0,,
Kepler-1305 b,Transit,1,13.5630972,1343.0,0.97,1.88,2016,0,,
Kepler-1289 b,Transit,1,7.99019627,1059.0,1.1,1.52,2016,0,,
Kepler-1304 b,Transit,1,16.1288853,682.0,0.85,2.29,2016,0,,
Kepler-1302 b,Transit,1,8.83922659,727.0,0.86,1.43,2016,0,,
Kepler-1301 b,Transit,1,9.08237046,816.0,0.85,1.4,2016,0,,
Kepler-1300 b,Transit,1,22.2419092,757.0,1.29,1.37,2016,0,,
Kepler-1299 b,Transit,1,19.9400874,1352.0,0.94,2.98,2016,0,,
Kepler-1298 b,Transit,1,7.12811928,498.0,1.45,1.31,2016,0,,
Kepler-1297 b,Transit,1,1.68189002,996.0,0.99,0.97,2016,0,,
Kepler-1296 b,Transit,1,8.3839865,631.0,0.87,0.91,2016,0,,
Kepler-1295 b,Transit,1,3.81371974,1257.0,0.92,1.55,2016,0,,
Kepler-1294 b,Transit,1,115.6862258,1120.0,0.99,3.19,2016,0,,
Kepler-1293 b,Transit,1,5.57654784,770.0,1.18,0.97,2016,0,,
Kepler-1292 b,Transit,1,3.27646405,1406.0,0.95,1.82,2016,0,,
Kepler-1291 b,Transit,1,8.63043276,982.0,0.84,1.66,2016,0,,
Kepler-1303 b,Transit,1,7.56127224,905.0,1.01,1.42,2016,0,,
Kepler-1370 c,Transit,2,7.44142113,878.0,1.19,1.27,2016,0,,
Kepler-1308 b,Transit,1,2.10433812,73.0,0.35,0.52,2016,0,,
Kepler-1371 b,Transit,2,3.4462039,450.0,0.87,0.73,2016,0,,
Kepler-1405 b,Transit,1,28.2274184,1605.0,1.05,3.96,2016,0,,
Kepler-1406 b,Transit,1,11.62905828,587.0,1.05,1.1,2016,0,,
Kepler-1407 b,Transit,1,20.0711504,1275.0,1.1,2.25,2016,0,,
Kepler-1446 b,Transit,1,0.68996783,162.0,0.81,0.82,2016,0,,
Kepler-1447 b,Transit,1,56.6747285,871.0,0.97,2.9,2016,0,,
Kepler-1448 b,Transit,1,12.27065865,786.0,0.95,1.61,2016,0,,
Kepler-1408 b,Transit,1,2.99793191,426.0,1.21,0.89,2016,0,,
Kepler-1442 b,Transit,1,81.4162941,525.0,1.34,3.93,2016,0,,
Kepler-1449 b,Transit,1,13.2274528,1321.0,1.08,1.68,2016,0,,
Kepler-1431 b,Transit,1,5.86601526,1270.0,1.03,1.47,2016,0,,
Kepler-1410 b,Transit,1,60.866168,367.0,0.63,1.78,2016,0,,
Kepler-1401 b,Transit,1,11.20066445,1242.0,1.07,1.68,2016,0,,
Kepler-1411 b,Transit,1,86.1150888,1431.0,0.95,2.82,2016,0,,
Kepler-1420 b,Transit,1,6.69960006,923.0,0.82,1.28,2016,0,,
Kepler-1450 b,Transit,1,54.5094166,490.0,0.71,1.71,2016,0,,
Kepler-1451 b,Transit,1,35.622233,1159.0,1.0,3.35,2016,0,,
Kepler-1452 b,Transit,1,42.913751,974.0,1.41,2.7,2016,0,,
Kepler-1416 b,Transit,1,1.49514952,807.0,1.09,0.88,2016,0,,
Kepler-1400 b,Transit,1,9.06689421,879.0,0.83,1.62,2016,0,,
Kepler-1404 b,Transit,1,15.9314739,946.0,0.84,2.01,2016,0,,
Kepler-1403 b,Transit,1,5.19492202,1801.0,1.11,2.14,2016,0,,
Kepler-1402 b,Transit,1,2.03387914,681.0,0.9,0.76,2016,0,,
Kepler-1421 b,Transit,1,6.9131112,675.0,1.25,0.93,2016,0,,
Kepler-1444 b,Transit,1,33.42035034,340.0,1.03,2.18,2016,0,,
Kepler-1445 b,Transit,1,10.60052251,482.0,1.13,0.96,2016,0,,
Kepler-1441 b,Transit,1,39.4419839,751.0,1.0,1.31,2016,0,,
Kepler-1440 b,Transit,1,39.859484,685.0,0.98,1.26,2016,0,,
Kepler-1439 b,Transit,1,8.07392849,215.0,0.46,1.46,2016,0,,
Kepler-1438 b,Transit,1,2.31942009,866.0,0.97,0.94,2016,0,,
Kepler-1423 b,Transit,1,23.955378,449.0,0.79,1.06,2016,0,,
Kepler-1424 b,Transit,1,29.6091744,620.0,1.02,1.16,2016,0,,
Kepler-1425 b,Transit,1,14.4541302,499.0,0.97,0.94,2016,0,,
Kepler-1453 b,Transit,1,47.1611696,1284.0,0.97,2.67,2016,0,,
Kepler-1437 b,Transit,1,10.9295461,1182.0,0.93,1.37,2016,0,,
Kepler-1435 b,Transit,1,4.45343281,681.0,1.21,0.86,2016,0,,
Kepler-1434 b,Transit,1,8.05333618,680.0,1.47,1.11,2016,0,,
Kepler-1433 b,Transit,1,4.13592271,1328.0,1.14,1.56,2016,0,,
Kepler-1426 b,Transit,1,14.2563227,1211.0,1.02,1.56,2016,0,,
Kepler-1427 b,Transit,1,0.96897238,1220.0,1.01,1.1,2016,0,,
Kepler-1422 b,Transit,1,18.6051942,2081.0,1.15,2.02,2016,0,,
Kepler-1428 b,Transit,1,10.67607169,802.0,1.28,1.64,2016,0,,
Kepler-1429 b,Transit,1,4.48487493,1156.0,1.05,1.29,2016,0,,
Kepler-1430 b,Transit,1,2.46050993,541.0,0.77,1.18,2016,0,,
Kepler-1436 b,Transit,1,9.705716,1142.0,1.06,1.31,2016,0,,
Kepler-1412 b,Transit,1,3.6146051,639.0,1.06,0.83,2016,0,,
Kepler-1409 b,Transit,1,0.76486493,722.0,0.83,1.04,2016,0,,
Kepler-1443 b,Transit,1,2.41811321,475.0,1.19,0.97,2016,0,,
Kepler-1455 b,Transit,1,49.276764,392.0,0.62,2.16,2016,0,,
Kepler-1374 b,Transit,1,10.65276707,1135.0,0.85,2.29,2016,0,,
Kepler-1388 e,Transit,4,37.6327084,492.0,0.63,2.46,2016,0,,
Kepler-1388 d,Transit,4,20.9568158,492.0,0.63,2.86,2016,0,,
Kepler-1388 c,Transit,4,5.53608151,492.0,0.63,2.26,2016,0,,
Kepler-1375 b,Transit,1,3.3004192,1238.0,1.47,1.74,2016,0,,
Kepler-1388 b,Transit,4,12.2854603,492.0,0.63,2.59,2016,0,,
Kepler-1387 b,Transit,1,2.27952666,491.0,0.82,0.93,2016,0,,
Kepler-1376 b,Transit,1,5.30880656,864.0,0.98,1.05,2016,0,,
Kepler-1386 b,Transit,1,6.73972381,838.0,1.02,1.24,2016,0,,
Kepler-1419 b,Transit,1,42.5215895,1444.0,1.01,2.86,2016,0,,
Kepler-1377 b,Transit,1,0.74092842,1019.0,0.86,1.25,2016,0,,
Kepler-1378 b,Transit,1,11.95398936,562.0,0.7,2.2,2016,0,,
Kepler-1379 b,Transit,1,0.88184115,951.0,0.83,1.3,2016,0,,
Kepler-1380 b,Transit,1,10.3108245,1209.0,0.96,1.43,2016,0,,
Kepler-1385 b,Transit,1,2.88879862,527.0,1.15,0.85,2016,0,,
Kepler-1384 b,Transit,1,15.36262753,618.0,0.78,1.94,2016,0,,
Kepler-1381 b,Transit,1,25.3842686,1306.0,0.96,2.25,2016,0,,
Kepler-1382 b,Transit,1,16.3583055,730.0,1.36,1.88,2016,0,,
Kepler-1390 b,Transit,1,6.48021673,760.0,0.98,1.18,2016,0,,
Kepler-1391 b,Transit,1,54.4092333,721.0,1.03,1.68,2016,0,,
Kepler-1389 b,Transit,1,99.2530951,521.0,0.81,1.77,2016,0,,
Kepler-1398 b,Transit,2,2.78815679,793.0,1.13,0.9,2016,0,,
Kepler-1413 b,Transit,1,13.1829642,1162.0,0.84,1.82,2016,0,,
Kepler-1371 c,Transit,2,2.00541269,450.0,0.87,0.64,2016,0,,
Kepler-1418 b,Transit,1,22.4764425,499.0,0.77,1.66,2016,0,,
Kepler-1372 b,Transit,1,1.31155557,1161.0,0.98,1.27,2016,0,,
Kepler-1373 b,Transit,1,1.29123275,1112.0,1.22,1.16,2016,0,,
Kepler-1399 b,Transit,1,1.63865306,1256.0,0.97,1.25,2016,0,,
Kepler-1414 b,Transit,1,3.51576315,534.0,0.8,1.23,2016,0,,
Kepler-1398 c,Transit,2,4.13827595,793.0,1.13,1.03,2016,0,,
Kepler-1392 b,Transit,1,15.1410397,1117.0,0.88,1.96,2016,0,,
Kepler-1415 b,Transit,1,0.63642408,1066.0,0.89,1.29,2016,0,,
Kepler-1383 b,Transit,1,13.9093583,961.0,1.26,1.41,2016,0,,
Kepler-1396 b,Transit,1,18.2206421,1236.0,1.18,2.07,2016,0,,
Kepler-1432 b,Transit,1,23.9109011,1552.0,1.09,2.22,2016,0,,
Kepler-1417 b,Transit,1,20.3505213,656.0,1.02,1.0,2016,0,,
Kepler-1454 b,Transit,1,47.0319479,795.0,0.9,1.88,2016,0,,
Kepler-1393 b,Transit,1,2.44357812,462.0,0.95,0.8,2016,0,,
Kepler-1397 b,Transit,1,47.449955,770.0,1.09,1.72,2016,0,,
Kepler-1395 b,Transit,1,3.78470649,507.0,1.17,0.8,2016,0,,
Kepler-1394 b,Transit,1,3.93766373,820.0,1.64,1.39,2016,0,,
OGLE-2016-BLG-1195L b,Microlensing,1,,3910.0,0.08,,2017,0,,2017-04
OGLE-2016-BLG-1190L b,Microlensing,1,1224.0,6770.0,0.88,,2017,0,,
OGLE-2013-BLG-0132L b,Microlensing,1,,3900.0,0.54,,2017,0,,
OGLE-2016-BLG-0263L b,Microlensing,1,,6500.0,0.13,,2017,0,,2017-10
HD 3167 d,Radial Velocity,3,8.509,47.36,0.94,,2017,0,,
OGLE-2013-BLG-1721L b,Microlensing,1,,6300.0,0.46,,2017,0,,
K2-138 f,Transit,5,12.75759,183.0,0.93,2.81,2017,0,,
K2-139 b,Transit,1,28.380619,154.6,0.96,9.11,2017,0,,
OGLE-2016-BLG-0613L AB b,Microlensing,1,,3410.0,0.72,,2017,0,,
K2-140 b,Transit,1,6.56918,341.6,1.0,12.25,2017,0,,
WASP-107 b,Transit,1,5.72149,64.86,0.69,10.536,2017,0,,2017-05
HD 27894 d,Radial Velocity,3,5174.0,43.88,0.8,,2017,0,,
WASP-105 b,Transit,1,7.87288,252.52,0.89,10.761,2017,0,,2017-05
GJ 1148 c,Radial Velocity,2,532.58,11.02,0.35,,2017,0,,
HD 208897 b,Radial Velocity,1,352.7,64.68,1.25,,2017,0,,
TYC 4282-00605-1 b,Radial Velocity,1,101.54,700.0,0.97,,2017,0,,
HD 20794 e,Radial Velocity,4,147.02,6.0,0.7,,2017,0,,
TRAPPIST-1 h,Transit,7,18.767,12.43,0.08,0.752,2017,0,,
TRAPPIST-1 g,Transit,7,12.35294,12.43,0.08,1.127,2017,0,,
K2-18 c,Radial Velocity,2,8.962,38.07,0.36,,2017,0,,
TRAPPIST-1 f,Transit,7,9.20669,12.43,0.08,1.045,2017,0,,
TRAPPIST-1 e,Transit,7,6.099615,12.43,0.08,0.9179999999999999,2017,0,,
TAP 26 b,Radial Velocity,1,10.79,147.0,1.04,,2017,0,,2017-01
Ross 128 b,Radial Velocity,1,9.8658,3.38,0.17,,2017,0,,
