nome,metodo_descoberta,num_plan_sist,periodo_orbita,distancia,massa,raio_terra,ano_descoberta,num_luas,link,data_publicacao
Kepler-321 c,Transit,2,13.093921,388.83,,2.32,2014,0,http://exoplanets.org/detail/Kepler-321_c,2014-03
Kepler-322 b,Transit,2,1.653888,405.16,,1.01,2014,0,http://exoplanets.org/detail/Kepler-322_b,2014-03
Kepler-322 c,Transit,2,4.337234,405.16,,1.67,2014,0,http://exoplanets.org/detail/Kepler-322_c,2014-03
Kepler-323 b,Transit,2,1.678327,460.8,,1.43,2014,0,http://exoplanets.org/detail/Kepler-323_b,2014-03
Kepler-323 c,Transit,2,3.553822,460.8,,1.63,2014,0,http://exoplanets.org/detail/Kepler-323_c,2014-03
Kepler-324 b,Transit,2,4.385315,508.94,,1.14,2014,0,http://exoplanets.org/detail/Kepler-324_b,2014-03
Kepler-324 c,Transit,2,51.805612,508.94,,3.15,2014,0,http://exoplanets.org/detail/Kepler-324_c,2014-03
Kepler-279 b,Transit,3,12.309681,1069.2,,3.62,2014,0,http://exoplanets.org/detail/Kepler-279_b,2014-03
Kepler-325 b,Transit,3,4.544439,843.12,,2.91,2014,0,http://exoplanets.org/detail/Kepler-325_b,2014-03
Kepler-102 b,Transit,5,5.28696,108.13,0.81,0.47,2014,0,,2014-02
Kepler-101 c,Transit,2,6.02976,953.44,1.17,1.25,2014,0,http://exoplanets.org/detail/Kepler-101_c,2014-03
Kepler-102 c,Transit,5,7.07142,108.13,0.81,0.58,2014,0,,2014-02
Kepler-325 c,Transit,3,12.762172,843.12,,2.54,2014,0,http://exoplanets.org/detail/Kepler-325_c,2014-03
Kepler-102 f,Transit,5,27.4536,108.13,0.81,0.88,2014,0,,2014-02
Kepler-325 d,Transit,3,38.715185,843.12,,2.79,2014,0,http://exoplanets.org/detail/Kepler-325_d,2014-03
Kepler-326 b,Transit,3,2.248329,494.3,,1.52,2014,0,http://exoplanets.org/detail/Kepler-326_b,2014-03
Kepler-326 c,Transit,3,4.580358,494.3,,1.4,2014,0,http://exoplanets.org/detail/Kepler-326_c,2014-03
Kepler-326 d,Transit,3,6.766888,494.3,,1.21,2014,0,http://exoplanets.org/detail/Kepler-326_d,2014-03
Kepler-327 b,Transit,3,2.549575,243.68,,1.11,2014,0,http://exoplanets.org/detail/Kepler-327_b,2014-03
Kepler-327 c,Transit,3,5.212333,243.68,,1.03,2014,0,http://exoplanets.org/detail/Kepler-327_c,2014-03
Kepler-327 d,Transit,3,13.969457,243.68,,1.73,2014,0,http://exoplanets.org/detail/Kepler-327_d,2014-03
Kepler-154 c,Transit,5,62.303276,939.89,,2.95,2014,0,http://exoplanets.org/detail/Kepler-154_c,2014-03
Kepler-154 b,Transit,5,33.040532,939.89,,2.26,2014,0,http://exoplanets.org/detail/Kepler-154_b,2014-03
Kepler-102 d,Transit,5,10.3117,108.13,0.81,1.18,2014,0,,2014-02
Kepler-358 b,Transit,2,34.060467,1136.1,,2.72,2014,0,http://exoplanets.org/detail/Kepler-358_b,2014-03
Kepler-358 c,Transit,2,83.488369,1136.1,,2.85,2014,0,http://exoplanets.org/detail/Kepler-358_c,2014-03
Kepler-146 c,Transit,2,76.732171,731.81,,3.13,2014,0,http://exoplanets.org/detail/Kepler-146_c,2014-03
Kepler-393 c,Transit,2,14.613612,904.28,,1.33,2014,0,http://exoplanets.org/detail/Kepler-393_c,2014-03
Kepler-394 b,Transit,2,8.005013,1091.69,,1.6,2014,0,http://exoplanets.org/detail/Kepler-394_b,2014-03
Kepler-394 c,Transit,2,12.130686,1091.69,,1.66,2014,0,http://exoplanets.org/detail/Kepler-394_c,2014-03
Kepler-138 d,Transit,3,23.0881,66.99,0.52,1.212,2014,0,,2014-03
Kepler-138 c,Transit,3,13.7813,66.99,0.52,1.197,2014,0,,2014-03
Kepler-49 e,Transit,4,18.596108,314.02,,1.56,2014,0,http://exoplanets.org/detail/Kepler-49_e,2014-03
Kepler-49 d,Transit,4,2.576549,314.02,,1.6,2014,0,http://exoplanets.org/detail/Kepler-49_d,2014-03
Kepler-124 b,Transit,3,3.410493,425.19,,0.73,2014,0,http://exoplanets.org/detail/Kepler-124_b,2014-03
Kepler-124 c,Transit,3,13.821375,425.19,,1.75,2014,0,http://exoplanets.org/detail/Kepler-124_c,2014-03
Kepler-124 d,Transit,3,30.950851,425.19,,1.11,2014,0,http://exoplanets.org/detail/Kepler-124_d,2014-03
Kepler-138 b,Transit,3,10.3126,66.99,0.52,0.522,2014,0,http://exoplanets.org/detail/Kepler-138_b,2014-03
Kepler-395 b,Transit,2,7.054346,426.34,,1.03,2014,0,http://exoplanets.org/detail/Kepler-395_b,2014-03
Kepler-395 c,Transit,2,34.989262,426.34,,1.32,2014,0,http://exoplanets.org/detail/Kepler-395_c,2014-03
WASP-68 b,Transit,1,5.0843,227.87,1.49,14.796,2014,0,,2014-03
Kepler-397 b,Transit,2,22.250949,969.0,,2.46,2014,0,http://exoplanets.org/detail/Kepler-397_b,2014-03
Kepler-397 c,Transit,2,135.498527,969.0,,6.18,2014,0,http://exoplanets.org/detail/Kepler-397_c,2014-03
Kepler-398 b,Transit,3,4.081423,178.27,,0.93,2014,0,http://exoplanets.org/detail/Kepler-398_b,2014-03
Kepler-398 c,Transit,3,11.419412,178.27,,1.01,2014,0,http://exoplanets.org/detail/Kepler-398_c,2014-03
Kepler-399 b,Transit,3,14.425281,1362.18,,0.96,2014,0,http://exoplanets.org/detail/Kepler-399_b,2014-03
Kepler-399 c,Transit,3,26.67569,1362.18,,1.43,2014,0,http://exoplanets.org/detail/Kepler-399_c,2014-03
Kepler-125 b,Transit,2,4.164389,184.34,,2.37,2014,0,http://exoplanets.org/detail/Kepler-125_b,2014-03
Kepler-125 c,Transit,2,5.774464,184.34,,0.74,2014,0,http://exoplanets.org/detail/Kepler-125_c,2014-03
Kepler-399 d,Transit,3,58.034616,1362.18,,1.89,2014,0,http://exoplanets.org/detail/Kepler-399_d,2014-03
Kepler-393 b,Transit,2,9.182417,904.28,,1.29,2014,0,http://exoplanets.org/detail/Kepler-393_b,2014-03
Kepler-392 c,Transit,2,10.423118,695.06,,1.1,2014,0,http://exoplanets.org/detail/Kepler-392_c,2014-03
Kepler-392 b,Transit,2,5.341853,695.06,,1.0,2014,0,http://exoplanets.org/detail/Kepler-392_b,2014-03
Kepler-123 c,Transit,2,26.695074,1052.14,,1.48,2014,0,http://exoplanets.org/detail/Kepler-123_c,2014-03
Kepler-386 b,Transit,2,12.31043,904.74,,1.39,2014,0,http://exoplanets.org/detail/Kepler-386_b,2014-03
Kepler-51 d,Transit,3,130.194,801.76,1.04,9.7,2014,0,,2014-03
HD 154857 c,Radial Velocity,2,3452.0,63.56,1.96,,2014,0,http://exoplanets.org/detail/HD_154857_c,2014-03
Kepler-386 c,Transit,2,25.193458,904.74,,1.58,2014,0,http://exoplanets.org/detail/Kepler-386_c,2014-03
Kepler-387 b,Transit,2,6.791636,819.95,,1.03,2014,0,http://exoplanets.org/detail/Kepler-387_b,2014-03
Kepler-387 c,Transit,2,11.837549,819.95,,0.89,2014,0,http://exoplanets.org/detail/Kepler-387_c,2014-03
Kepler-388 b,Transit,2,3.173315,611.32,,0.81,2014,0,http://exoplanets.org/detail/Kepler-388_b,2014-03
Kepler-388 c,Transit,2,13.297004,611.32,,0.86,2014,0,http://exoplanets.org/detail/Kepler-388_c,2014-03
Kepler-122 b,Transit,5,5.766193,1058.58,,2.34,2014,0,http://exoplanets.org/detail/Kepler-122_b,2014-03
Kepler-122 c,Transit,5,12.465988,1058.58,,5.87,2014,0,http://exoplanets.org/detail/Kepler-122_c,2014-03
Kepler-122 d,Transit,5,21.587475,1058.58,,2.2,2014,0,http://exoplanets.org/detail/Kepler-122_d,2014-03
Kepler-137 c,Transit,2,18.735753,305.65,,1.88,2014,0,http://exoplanets.org/detail/Kepler-137_c,2014-03
Kepler-122 e,Transit,5,37.993273,1058.58,,2.6,2014,0,http://exoplanets.org/detail/Kepler-122_e,2014-03
Kepler-139 c,Transit,2,157.072878,395.45,,3.38,2014,0,http://exoplanets.org/detail/Kepler-139_c,2014-03
Kepler-139 b,Transit,2,15.771044,395.45,,2.94,2014,0,http://exoplanets.org/detail/Kepler-139_b,2014-03
Kepler-389 b,Transit,2,3.244107,835.65,,1.51,2014,0,http://exoplanets.org/detail/Kepler-389_b,2014-03
Kepler-389 c,Transit,2,14.51143,835.65,,1.46,2014,0,http://exoplanets.org/detail/Kepler-389_c,2014-03
WASP-69 b,Transit,1,3.86814,50.03,0.98,12.442,2014,0,,2014-12
Kepler-417 c,Transit Timing Variations,2,15.943,999.47,0.9,,2014,0,,2014-05
Kepler-390 b,Transit,2,6.738088,440.79,,0.82,2014,0,http://exoplanets.org/detail/Kepler-390_b,2014-03
Kepler-390 c,Transit,2,13.060022,440.79,,0.79,2014,0,http://exoplanets.org/detail/Kepler-390_c,2014-03
Kepler-391 b,Transit,2,7.416755,891.53,,3.2,2014,0,http://exoplanets.org/detail/Kepler-391_b,2014-03
Kepler-391 c,Transit,2,20.485435,891.53,,3.54,2014,0,http://exoplanets.org/detail/Kepler-391_c,2014-03
Kepler-123 b,Transit,2,17.232366,1052.14,,2.94,2014,0,http://exoplanets.org/detail/Kepler-123_b,2014-03
Kepler-122 f,Transit Timing Variations,5,56.268,1058.58,,1.75,2014,0,,2014-05
Kepler-385 c,Transit,2,15.163161,1493.94,,3.04,2014,0,http://exoplanets.org/detail/Kepler-385_c,2014-03
Kepler-48 e,Radial Velocity,4,982.0,309.47,0.88,,2014,0,,2014-02
Kepler-137 b,Transit,2,8.436387,305.65,,1.47,2014,0,http://exoplanets.org/detail/Kepler-137_b,2014-03
Kepler-405 c,Transit,2,29.726682,1096.92,,4.66,2014,0,http://exoplanets.org/detail/Kepler-405_c,2014-03
Kepler-406 b,Transit,2,2.42629,367.86,1.07,1.43,2014,0,,2014-02
Kepler-406 c,Transit,2,4.62332,367.86,1.07,0.85,2014,0,,2014-02
Kepler-407 b,Transit,2,0.66931,341.69,1.0,1.07,2014,0,,2014-02
Kepler-46 d,Transit,3,6.766589,794.54,,1.64,2014,0,,2014-03
HD 141399 c,Radial Velocity,4,201.99,36.2,1.07,,2014,0,,2014-06
HD 141399 b,Radial Velocity,4,94.44,36.2,1.07,,2014,0,,2014-06
Kepler-407 c,Radial Velocity,2,3000.0,341.69,1.0,,2014,0,,2014-02
HD 14067 b,Radial Velocity,1,1455.0,142.6,2.4,,2014,0,,2014-12
Kepler-415 c,Transit Timing Variations,2,8.708,538.39,0.67,,2014,0,,2014-05
Kepler-135 c,Transit,2,11.448708,632.99,,1.16,2014,0,http://exoplanets.org/detail/Kepler-135_c,2014-03
Kepler-135 b,Transit,2,6.00253,632.99,,1.81,2014,0,http://exoplanets.org/detail/Kepler-135_b,2014-03
Kepler-415 b,Transit Timing Variations,2,4.176,538.39,0.67,1.21,2014,0,,2014-05
Kepler-408 b,Transit,1,2.46502,89.01,1.08,0.82,2014,0,,2014-02
Kepler-409 b,Transit,1,68.9584,68.31,0.92,1.19,2014,0,,2014-02
Kepler-134 b,Transit,2,5.317429,338.05,,2.0,2014,0,http://exoplanets.org/detail/Kepler-134_b,2014-03
Kepler-134 c,Transit,2,10.105785,338.05,,1.26,2014,0,http://exoplanets.org/detail/Kepler-134_c,2014-03
GJ 682 c,Radial Velocity,2,57.32,5.01,0.27,,2014,0,,2014-06
Kepler-412 b,Transit,1,1.7208604,1121.32,1.17,15.030999999999999,2014,0,http://exoplanets.org/detail/Kepler-412_b,2014-04
Kepler-413 b,Transit,1,66.262,868.34,0.82,4.3469999999999995,2014,0,,2014-03
Kepler-129 b,Transit,2,15.79186,413.68,,2.37,2014,0,http://exoplanets.org/detail/Kepler-129_b,2014-03
Kepler-129 c,Transit,2,82.20017,413.68,,2.55,2014,0,http://exoplanets.org/detail/Kepler-129_c,2014-03
Kepler-414 c,Transit Timing Variations,2,7.171,418.44,0.89,3.01,2014,0,,2014-05
Kepler-405 b,Transit,2,10.613839,1096.92,,2.08,2014,0,http://exoplanets.org/detail/Kepler-405_b,2014-03
Kepler-404 c,Transit,2,14.751166,831.86,,1.72,2014,0,http://exoplanets.org/detail/Kepler-404_c,2014-03
Kepler-127 d,Transit,3,48.630408,356.41,,2.64,2014,0,http://exoplanets.org/detail/Kepler-127_d,2014-03
Kepler-127 c,Transit,3,29.393195,356.41,,2.66,2014,0,http://exoplanets.org/detail/Kepler-127_c,2014-03
Kepler-417 b,Transit Timing Variations,2,12.331,999.47,0.9,2.31,2014,0,,2014-05
GJ 832 c,Radial Velocity,2,35.68,4.97,0.45,,2014,0,,2014-08
GJ 687 b,Radial Velocity,1,38.14,4.55,0.45,,2014,0,,2014-07
Kepler-400 b,Transit,2,9.024389,709.0,,1.65,2014,0,http://exoplanets.org/detail/Kepler-400_b,2014-03
Kepler-400 c,Transit,2,17.340824,709.0,,1.49,2014,0,http://exoplanets.org/detail/Kepler-400_c,2014-03
Kepler-401 b,Transit,3,14.383035,993.14,,1.71,2014,0,http://exoplanets.org/detail/Kepler-401_b,2014-03
Kepler-401 c,Transit,3,47.318218,993.14,,2.15,2014,0,http://exoplanets.org/detail/Kepler-401_c,2014-03
Kepler-402 b,Transit,4,4.028751,636.78,,1.22,2014,0,http://exoplanets.org/detail/Kepler-402_b,2014-03
Kepler-126 b,Transit,3,10.495711,239.03,,1.52,2014,0,http://exoplanets.org/detail/Kepler-126_b,2014-03
Kepler-126 c,Transit,3,21.869741,239.03,,1.58,2014,0,http://exoplanets.org/detail/Kepler-126_c,2014-03
Kepler-126 d,Transit,3,100.283134,239.03,,2.5,2014,0,http://exoplanets.org/detail/Kepler-126_d,2014-03
Kepler-48 d,Transit,4,42.8961,309.47,0.88,2.04,2014,0,,2014-02
Kepler-402 c,Transit,4,6.124821,636.78,,1.56,2014,0,http://exoplanets.org/detail/Kepler-402_c,2014-03
Kepler-402 e,Transit,4,11.242861,636.78,,1.46,2014,0,http://exoplanets.org/detail/Kepler-402_e,2014-03
Kepler-136 c,Transit,2,16.399235,425.94,,1.99,2014,0,http://exoplanets.org/detail/Kepler-136_c,2014-03
Kepler-416 c,Transit Timing Variations,2,12.209,704.76,1.0,,2014,0,,2014-05
HD 141399 e,Radial Velocity,4,5000.0,36.2,1.07,,2014,0,,2014-06
HD 141399 d,Radial Velocity,4,1069.8,36.2,1.07,,2014,0,,2014-06
Kepler-416 b,Transit Timing Variations,2,6.319,704.76,1.0,2.48,2014,0,,2014-05
Kepler-136 b,Transit,2,11.5789,425.94,,2.05,2014,0,http://exoplanets.org/detail/Kepler-136_b,2014-03
Kepler-403 b,Transit,3,7.031462,860.93,,1.25,2014,0,http://exoplanets.org/detail/Kepler-403_b,2014-03
Kepler-403 c,Transit,3,54.280749,860.93,,1.75,2014,0,http://exoplanets.org/detail/Kepler-403_c,2014-03
Kepler-404 b,Transit,2,11.829851,831.86,,1.27,2014,0,http://exoplanets.org/detail/Kepler-404_b,2014-03
Kepler-127 b,Transit,3,14.435889,356.41,,1.4,2014,0,http://exoplanets.org/detail/Kepler-127_b,2014-03
Kepler-402 d,Transit,4,8.921099,636.78,,1.38,2014,0,http://exoplanets.org/detail/Kepler-402_d,2014-03
Kepler-414 b,Transit Timing Variations,2,4.7,418.44,0.89,1.71,2014,0,,2014-05
Kepler-385 b,Transit,2,10.043686,1493.94,,2.73,2014,0,http://exoplanets.org/detail/Kepler-385_b,2014-03
Kepler-121 c,Transit,2,41.008011,518.09,,2.27,2014,0,http://exoplanets.org/detail/Kepler-121_c,2014-03
Kepler-144 c,Transit,2,10.104665,389.22,,1.35,2014,0,http://exoplanets.org/detail/Kepler-144_c,2014-03
Kepler-144 b,Transit,2,5.885273,389.22,,1.33,2014,0,http://exoplanets.org/detail/Kepler-144_b,2014-03
Kepler-367 b,Transit,2,37.815724,189.05,,1.3,2014,0,http://exoplanets.org/detail/Kepler-367_b,2014-03
Kepler-115 b,Transit,2,2.403679,634.97,,1.09,2014,0,http://exoplanets.org/detail/Kepler-115_b,2014-03
Kepler-115 c,Transit,2,8.990889,634.97,,2.6,2014,0,http://exoplanets.org/detail/Kepler-115_c,2014-03
Kepler-367 c,Transit,2,53.578637,189.05,,1.2,2014,0,http://exoplanets.org/detail/Kepler-367_c,2014-03
Kepler-368 b,Transit,2,26.84768,788.3,,3.26,2014,0,http://exoplanets.org/detail/Kepler-368_b,2014-03
Kepler-368 c,Transit,2,72.379334,788.3,,3.88,2014,0,http://exoplanets.org/detail/Kepler-368_c,2014-03
Kepler-369 b,Transit,2,2.732756,260.32,,1.13,2014,0,http://exoplanets.org/detail/Kepler-369_b,2014-03
Kepler-369 c,Transit,2,14.871572,260.32,,1.41,2014,0,http://exoplanets.org/detail/Kepler-369_c,2014-03
Kepler-55 f,Transit,5,10.198545,588.47,,1.59,2014,0,http://exoplanets.org/detail/Kepler-55_f,2014-03
Kepler-55 e,Transit,5,4.617534,588.47,,1.55,2014,0,http://exoplanets.org/detail/Kepler-55_e,2014-03
Kepler-55 d,Transit,5,2.211099,588.47,,1.59,2014,0,http://exoplanets.org/detail/Kepler-55_d,2014-03
WASP-73 b,Transit,1,4.08722,319.57,2.52,15.917,2014,0,,2014-03
Kepler-419 b,Transit,2,69.7546,1041.31,1.39,10.8,2014,0,,2014-08
Kepler-116 b,Transit,2,5.968734,982.04,,3.42,2014,0,http://exoplanets.org/detail/Kepler-116_b,2014-03
Kepler-418 b,Transit,1,86.67856,1031.92,0.98,13.45,2014,0,,2014-07
Kepler-116 c,Transit,2,13.07163,982.04,,2.3,2014,0,http://exoplanets.org/detail/Kepler-116_c,2014-03
Kepler-37 e,Transit Timing Variations,4,51.196,64.04,0.87,,2014,0,,2014-05
Kepler-143 c,Transit,2,27.082511,828.71,,3.37,2014,0,http://exoplanets.org/detail/Kepler-143_c,2014-03
Kepler-143 b,Transit,2,16.007583,828.71,,2.41,2014,0,http://exoplanets.org/detail/Kepler-143_b,2014-03
Kepler-370 b,Transit,2,4.57953,1207.64,,1.59,2014,0,http://exoplanets.org/detail/Kepler-370_b,2014-03
Kepler-370 c,Transit,2,19.02293,1207.64,,1.91,2014,0,http://exoplanets.org/detail/Kepler-370_c,2014-03
Kepler-366 c,Transit,2,12.51616,1959.31,,1.79,2014,0,http://exoplanets.org/detail/Kepler-366_c,2014-03
Kepler-366 b,Transit,2,3.281959,1959.31,,1.46,2014,0,http://exoplanets.org/detail/Kepler-366_b,2014-03
Kepler-365 c,Transit,2,17.784129,950.0,,1.64,2014,0,http://exoplanets.org/detail/Kepler-365_c,2014-03
WASP-28 b,Transit,1,3.40883,410.0,1.02,13.597000000000001,2014,0,,2015-01
Kepler-146 b,Transit,2,31.158799,731.81,,3.71,2014,0,http://exoplanets.org/detail/Kepler-146_b,2014-03
Kepler-359 b,Transit,3,25.563222,1502.22,,3.53,2014,0,http://exoplanets.org/detail/Kepler-359_b,2014-03
Kepler-359 c,Transit,3,57.68802,1502.22,,4.3,2014,0,http://exoplanets.org/detail/Kepler-359_c,2014-03
Kepler-359 d,Transit,3,77.095691,1502.22,,4.01,2014,0,http://exoplanets.org/detail/Kepler-359_d,2014-03
Kepler-113 b,Transit,2,4.754,264.35,0.75,1.82,2014,0,,2014-02
Kepler-113 c,Transit,2,8.92507,264.35,0.75,2.18,2014,0,,2014-02
Kepler-133 c,Transit,2,31.517586,665.37,,2.84,2014,0,http://exoplanets.org/detail/Kepler-133_c,2014-03
GJ 682 b,Radial Velocity,2,17.478,5.01,0.27,,2014,0,,2014-06
Kepler-360 b,Transit,2,3.289672,898.61,,1.65,2014,0,http://exoplanets.org/detail/Kepler-360_b,2014-03
Kepler-360 c,Transit,2,7.186434,898.61,,2.1,2014,0,http://exoplanets.org/detail/Kepler-360_c,2014-03
Kepler-361 b,Transit,2,8.486616,955.76,,1.45,2014,0,http://exoplanets.org/detail/Kepler-361_b,2014-03
Kepler-371 b,Transit,2,34.763278,832.54,,1.89,2014,0,http://exoplanets.org/detail/Kepler-371_b,2014-03
Kepler-361 c,Transit,2,55.188023,955.76,,2.52,2014,0,http://exoplanets.org/detail/Kepler-361_c,2014-03
Kepler-419 c,Transit Timing Variations,2,675.47,1041.31,1.39,,2014,0,,2014-08
GU Psc b,Imaging,1,,48.0,0.33,14.179,2014,0,,2014-05
Kepler-362 c,Transit,2,37.866281,1123.91,,1.45,2014,0,http://exoplanets.org/detail/Kepler-362_c,2014-03
Kepler-114 b,Transit,3,5.188549,261.49,,1.26,2014,0,http://exoplanets.org/detail/Kepler-114_b,2014-03
Kepler-363 b,Transit,3,3.614568,779.76,,1.16,2014,0,http://exoplanets.org/detail/Kepler-363_b,2014-03
Kepler-306 d,Transit,4,17.326644,793.0,,2.47,2014,0,http://exoplanets.org/detail/Kepler-306_d,2014-03
Kepler-363 c,Transit,3,7.542427,779.76,,1.69,2014,0,http://exoplanets.org/detail/Kepler-363_c,2014-03
Kepler-363 d,Transit,3,11.932125,779.76,,2.05,2014,0,http://exoplanets.org/detail/Kepler-363_d,2014-03
Kepler-364 b,Transit,2,25.745718,915.02,,1.55,2014,0,http://exoplanets.org/detail/Kepler-364_b,2014-03
Kepler-364 c,Transit,2,59.980627,915.02,,2.15,2014,0,http://exoplanets.org/detail/Kepler-364_c,2014-03
Kepler-365 b,Transit,2,10.664903,950.0,,2.04,2014,0,http://exoplanets.org/detail/Kepler-365_b,2014-03
Kepler-362 b,Transit,2,10.327186,1123.91,,0.88,2014,0,http://exoplanets.org/detail/Kepler-362_b,2014-03
Kepler-130 b,Transit,3,8.457458,319.57,,1.02,2014,0,http://exoplanets.org/detail/Kepler-130_b,2014-03
Kepler-371 c,Transit,2,67.968015,832.54,,1.78,2014,0,http://exoplanets.org/detail/Kepler-371_c,2014-03
Kepler-372 c,Transit,3,20.053763,1561.17,,2.09,2014,0,http://exoplanets.org/detail/Kepler-372_c,2014-03
Kepler-141 b,Transit,2,3.107675,303.83,,0.69,2014,0,http://exoplanets.org/detail/Kepler-141_b,2014-03
Kepler-379 b,Transit,2,20.09838,747.0,,1.66,2014,0,http://exoplanets.org/detail/Kepler-379_b,2014-03
Kepler-379 c,Transit,2,62.784697,747.0,,2.29,2014,0,http://exoplanets.org/detail/Kepler-379_c,2014-03
HD 114613 b,Radial Velocity,1,4000.0,20.29,1.27,,2014,0,,2014-03
Kepler-380 b,Transit,2,3.930821,833.12,,1.19,2014,0,http://exoplanets.org/detail/Kepler-380_b,2014-03
Kepler-380 c,Transit,2,7.630004,833.12,,1.27,2014,0,http://exoplanets.org/detail/Kepler-380_c,2014-03
Kepler-381 b,Transit,2,5.629021,269.39,,0.99,2014,0,http://exoplanets.org/detail/Kepler-381_b,2014-03
Kepler-381 c,Transit,2,13.391635,269.39,,1.12,2014,0,http://exoplanets.org/detail/Kepler-381_c,2014-03
Kepler-382 b,Transit,2,5.262155,960.89,,1.32,2014,0,http://exoplanets.org/detail/Kepler-382_b,2014-03
Kepler-130 c,Transit,3,27.50868,319.57,,2.9,2014,0,,2014-03
Kepler-120 b,Transit,2,6.312501,393.02,,2.15,2014,0,http://exoplanets.org/detail/Kepler-120_b,2014-03
Kepler-120 c,Transit,2,12.794585,393.02,,1.53,2014,0,http://exoplanets.org/detail/Kepler-120_c,2014-03
Kepler-52 d,Transit,3,36.445171,324.54,,1.95,2014,0,http://exoplanets.org/detail/Kepler-52_d,2014-03
GJ 433 c,Radial Velocity,3,5094.105,9.07,0.48,,2014,0,,2014-06
Kepler-382 c,Transit,2,12.162701,960.89,,1.59,2014,0,http://exoplanets.org/detail/Kepler-382_c,2014-03
Kepler-383 b,Transit,2,12.904532,470.0,,1.32,2014,0,http://exoplanets.org/detail/Kepler-383_b,2014-03
Kepler-140 c,Transit,2,91.353282,593.8,,1.8,2014,0,http://exoplanets.org/detail/Kepler-140_c,2014-03
Kepler-140 b,Transit,2,3.25427,593.8,,1.61,2014,0,http://exoplanets.org/detail/Kepler-140_b,2014-03
WASP-70 A b,Transit,1,3.7130203,245.0,1.11,13.047,2014,0,,2014-12
Kepler-383 c,Transit,2,31.200751,470.0,,1.24,2014,0,http://exoplanets.org/detail/Kepler-383_c,2014-03
Kepler-384 b,Transit,2,22.597053,919.44,,1.12,2014,0,http://exoplanets.org/detail/Kepler-384_b,2014-03
Kepler-384 c,Transit,2,45.348269,919.44,,1.13,2014,0,http://exoplanets.org/detail/Kepler-384_c,2014-03
Kepler-121 b,Transit,2,3.177422,518.09,,2.34,2014,0,http://exoplanets.org/detail/Kepler-121_b,2014-03
Kepler-141 c,Transit,2,7.010606,303.83,,1.41,2014,0,http://exoplanets.org/detail/Kepler-141_c,2014-03
Kepler-119 c,Transit,2,4.125103,716.23,,0.92,2014,0,http://exoplanets.org/detail/Kepler-119_c,2014-03
Kepler-119 b,Transit,2,2.422082,716.23,,3.6,2014,0,http://exoplanets.org/detail/Kepler-119_b,2014-03
Kepler-378 c,Transit,2,28.906009,152.77,,0.7,2014,0,http://exoplanets.org/detail/Kepler-378_c,2014-03
Kepler-372 d,Transit,3,30.092568,1561.17,,1.69,2014,0,http://exoplanets.org/detail/Kepler-372_d,2014-03
Kepler-117 b,Transit,2,18.7959228,1430.0,1.13,8.059,2014,0,http://exoplanets.org/detail/Kepler-117_b,2014-03
Kepler-117 c,Transit,2,50.790391,1430.0,1.13,12.341,2014,0,http://exoplanets.org/detail/Kepler-117_c,2014-03
Kepler-54 d,Transit,3,20.995694,273.8,,1.53,2014,0,http://exoplanets.org/detail/Kepler-54_d,2014-03
Kepler-373 b,Transit,2,5.535309,1125.74,,1.36,2014,0,http://exoplanets.org/detail/Kepler-373_b,2014-03
Kepler-373 c,Transit,2,16.725948,1125.74,,1.24,2014,0,http://exoplanets.org/detail/Kepler-373_c,2014-03
Kepler-374 b,Transit,3,1.897806,1312.67,,1.03,2014,0,http://exoplanets.org/detail/Kepler-374_b,2014-03
Kepler-142 d,Transit,3,41.809118,557.51,,2.16,2014,0,http://exoplanets.org/detail/Kepler-142_d,2014-03
Kepler-142 c,Transit,3,4.761702,557.51,,2.86,2014,0,http://exoplanets.org/detail/Kepler-142_c,2014-03
Kepler-142 b,Transit,3,2.024152,557.51,,1.99,2014,0,http://exoplanets.org/detail/Kepler-142_b,2014-03
Kepler-374 c,Transit,3,3.282807,1312.67,,1.1,2014,0,http://exoplanets.org/detail/Kepler-374_c,2014-03
Kepler-372 b,Transit,3,6.849692,1561.17,,1.36,2014,0,http://exoplanets.org/detail/Kepler-372_b,2014-03
Kepler-374 d,Transit,3,5.028219,1312.67,,1.31,2014,0,http://exoplanets.org/detail/Kepler-374_d,2014-03
Kepler-118 b,Transit,2,7.518496,583.81,,1.96,2014,0,http://exoplanets.org/detail/Kepler-118_b,2014-03
Kepler-118 c,Transit,2,20.17202,583.81,,7.68,2014,0,http://exoplanets.org/detail/Kepler-118_c,2014-03
Kepler-375 c,Transit,2,19.986326,1283.8,,2.65,2014,0,http://exoplanets.org/detail/Kepler-375_c,2014-03
Kepler-376 b,Transit,2,4.920199,948.06,,1.07,2014,0,http://exoplanets.org/detail/Kepler-376_b,2014-03
Kepler-376 c,Transit,2,14.172327,948.06,,1.79,2014,0,http://exoplanets.org/detail/Kepler-376_c,2014-03
